answer_correctness_count,answer_correctness_max,answer_correctness_mean,answer_correctness_median,answer_correctness_min,answer_correctness_stddev,answered_fields,approach,completion_tokens_count,completion_tokens_max,completion_tokens_mean,completion_tokens_median,completion_tokens_min,completion_tokens_stddev,config_id,definition,document_id,estimated_cost_count,estimated_cost_max,estimated_cost_mean,estimated_cost_median,estimated_cost_min,estimated_cost_stddev,faithfulness_count,faithfulness_max,faithfulness_mean,faithfulness_median,faithfulness_min,faithfulness_stddev,hallucinated_fields,hallucination_rate,ignored_answer_correctness,prompt_tokens_count,prompt_tokens_max,prompt_tokens_mean,prompt_tokens_median,prompt_tokens_min,prompt_tokens_stddev,samples,total_ms_count,total_ms_max,total_ms_mean,total_ms_median,total_ms_min,total_ms_stddev
1,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.0,1,rag,3,85.0,85.0,85.0,85.0,0.0,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00017825,0.00017825,0.00017825,0.00017825,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,849.0,848.3333333333334,848.0,848.0,0.4714045207910317,3,3,45991.3,45990.700000000004,45991.3,45989.5,0.848528137425229
0,,,,,,0,rag,3,47.0,46.333333333333336,46.0,46.0,0.4714045207910317,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00016175,0.00016175,0.00016175,0.00016175,0.0,0,,,,,,0,,0,3,893.0,893.0,893.0,893.0,0.0,3,3,740.2,740.1666666666666,740.2,740.1,0.04714045207911389
0,,,,,,0,rag,3,56.0,55.666666666666664,56.0,55.0,0.4714045207910317,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.00011345,0.00011345,0.00011345,0.00011345,0.0,0,,,,,,0,,0,3,534.0,533.6666666666666,534.0,533.0,0.4714045207910317,3,3,27554.6,27554.533333333336,27554.5,27554.5,0.04714045207841718
0,,,,,,0,rag,3,49.0,48.666666666666664,49.0,48.0,0.4714045207910317,chunk500_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.0001584,0.0001584,0.0001584,0.0001584,0.0,0,,,,,,0,,0,3,862.0,861.3333333333334,861.0,861.0,0.4714045207910317,3,3,43585.7,43585.7,43585.7,43585.7,0.0
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,98.0,98.0,98.0,98.0,0.0,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.00022795,0.00022795,0.00022795,0.00022795,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,1128.0,1127.6666666666667,1128.0,1127.0,0.4714045207910317,3,3,48177.6,48177.06666666667,48177.6,48176.0,0.7542472332649647
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,85.0,84.33333333333333,84.0,84.0,0.4714045207910317,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.000126,0.000126,0.000126,0.000126,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,503.0,502.6666666666667,503.0,502.0,0.4714045207910317,3,3,62986.6,62977.5,62986.5,62959.4,12.798697850431514
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,3,85.0,85.0,85.0,85.0,0.0,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.00017745,0.00017745,0.00017745,0.00017745,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,843.0,843.0,843.0,843.0,0.0,3,3,49524.9,49524.833333333336,49524.8,49524.8,0.04714045207841718
1,0.9553861974818761,0.9553861974818761,0.9553861974818761,0.9553861974818761,0.0,1,rag,3,86.0,86.0,86.0,86.0,0.0,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.0002023,0.0002023,0.0002023,0.0002023,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,1005.0,1004.6666666666666,1005.0,1004.0,0.4714045207910317,3,3,51828.1,51827.6,51828.1,51826.6,0.7071067811865476
0,,,,,,0,rag,3,52.0,51.666666666666664,52.0,51.0,0.4714045207910317,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.0001791,0.0001791,0.0001791,0.0001791,0.0,0,,,,,,0,,0,3,988.0,987.3333333333334,987.0,987.0,0.4714045207910317,3,3,825.0,824.9333333333334,824.9,824.9,0.04714045207911389
0,,,,,,0,rag,3,56.0,55.666666666666664,56.0,55.0,0.4714045207910317,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.00011345,0.00011345,0.00011345,0.00011345,0.0,0,,,,,,0,,0,3,534.0,533.6666666666666,534.0,533.0,0.4714045207910317,3,3,29390.0,29389.966666666664,29390.0,29389.9,0.04714045207841718
0,,,,,,0,rag,3,52.0,51.333333333333336,51.0,51.0,0.4714045207910317,chunk500_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.000184,0.000184,0.000184,0.000184,0.0,0,,,,,,0,,0,3,1022.0,1021.3333333333334,1021.0,1021.0,0.4714045207910317,3,3,45561.2,45561.166666666664,45561.2,45561.1,0.04714045207841718
2,1.0,0.5322703646127448,0.5322703646127448,0.06454072922548962,0.4677296353872552,2,rag,3,134.0,134.0,134.0,134.0,0.0,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.00020735,0.00020735,0.00020735,0.00020735,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,847.0,846.3333333333334,846.0,846.0,0.4714045207910317,3,3,38165.7,38162.03333333333,38162.4,38158.0,3.1541859312478917
0,,,,,,0,rag,3,51.0,51.0,51.0,51.0,0.0,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,8.215e-05,8.215e-05,8.215e-05,8.215e-05,0.0,0,,,,,,0,,0,3,344.0,343.6666666666667,344.0,343.0,0.4714045207910317,3,3,48938.7,48938.666666666664,48938.7,48938.6,0.04714045207841718
0,,,,,,0,rag,3,52.0,52.0,52.0,52.0,0.0,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.00014845,0.00014845,0.00014845,0.00014845,0.0,0,,,,,,0,,0,3,782.0,781.6666666666666,782.0,781.0,0.4714045207910317,3,3,37816.4,37816.333333333336,37816.3,37816.3,0.04714045207841718
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,84.0,83.66666666666667,84.0,83.0,0.4714045207910317,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00015355,0.00015355,0.00015355,0.00015355,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,689.0,689.0,689.0,689.0,0.0,3,3,44033.4,44032.73333333334,44033.3,44031.5,0.873053390248253
0,,,,,,0,rag,3,56.0,55.333333333333336,55.0,55.0,0.4714045207910317,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00012395,0.00012395,0.00012395,0.00012395,0.0,0,,,,,,0,,0,3,605.0,605.0,605.0,605.0,0.0,3,3,1398.6,1398.5333333333335,1398.5,1398.5,0.04714045207906029
0,,,,,,0,rag,3,51.0,50.666666666666664,51.0,50.0,0.4714045207910317,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0001001,0.0001001,0.0001001,0.0001001,0.0,0,,,,,,0,,0,3,465.0,464.6666666666667,465.0,464.0,0.4714045207910317,3,3,21995.7,21995.666666666668,21995.7,21995.6,0.04714045208013214
0,,,,,,0,rag,3,55.0,55.0,55.0,55.0,0.0,chunk800_overlap50_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.00013725,0.00013725,0.00013725,0.00013725,0.0,0,,,,,,0,,0,3,695.0,695.0,695.0,695.0,0.0,3,3,40287.8,40287.8,40287.8,40287.8,0.0
2,1.0,0.5263341691956549,0.5263341691956549,0.052668338391309716,0.47366583080434516,2,rag,3,131.0,130.33333333333334,130.0,130.0,0.4714045207910317,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.00023035,0.00023034999999999996,0.00023035,0.00023035,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,1015.0,1014.3333333333334,1014.0,1014.0,0.4714045207910317,3,3,38266.6,38264.666666666664,38264.9,38262.5,1.681930108205225
0,,,,,,0,rag,3,53.0,52.666666666666664,53.0,52.0,0.4714045207910317,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0001104,0.00011040000000000001,0.0001104,0.0001104,0.0,0,,,,,,0,,0,3,526.0,525.3333333333334,525.0,525.0,0.4714045207910317,3,3,58825.8,58825.73333333334,58825.7,58825.7,0.047140452081847105
0,,,,,,0,rag,3,46.0,46.0,46.0,46.0,0.0,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.000169,0.000169,0.000169,0.000169,0.0,0,,,,,,0,,0,3,943.0,942.6666666666666,943.0,942.0,0.4714045207910317,3,3,47290.5,47290.43333333333,47290.4,47290.4,0.04714045207841718
1,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.0,1,rag,3,82.0,81.33333333333333,81.0,81.0,0.4714045207910317,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00018975,0.00018975,0.00018975,0.00018975,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,940.0,939.6666666666666,940.0,939.0,0.4714045207910317,3,3,51405.1,51404.4,51405.0,51403.1,0.9201449161231336
0,,,,,,0,rag,3,56.0,55.333333333333336,55.0,55.0,0.4714045207910317,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00012395,0.00012395,0.00012395,0.00012395,0.0,0,,,,,,0,,0,3,605.0,605.0,605.0,605.0,0.0,3,3,18061.1,18061.066666666666,18061.1,18061.0,0.04714045207841718
0,,,,,,0,rag,3,51.0,50.666666666666664,51.0,50.0,0.4714045207910317,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0001001,0.0001001,0.0001001,0.0001001,0.0,0,,,,,,0,,0,3,465.0,464.6666666666667,465.0,464.0,0.4714045207910317,3,3,737.2,737.1666666666666,737.2,737.1,0.04714045207911389
0,,,,,,0,rag,3,55.0,54.333333333333336,54.0,54.0,0.4714045207910317,chunk800_overlap50_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.00017205,0.00017205,0.00017205,0.00017205,0.0,0,,,,,,0,,0,3,930.0,929.6666666666666,930.0,929.0,0.4714045207910317,3,3,47730.8,47730.80000000001,47730.8,47730.8,0.0
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,75.0,74.33333333333333,74.0,74.0,0.4714045207910317,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0001636,0.0001636,0.0001636,0.0001636,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,794.0,793.3333333333334,793.0,793.0,0.4714045207910317,3,3,41997.8,41996.6,41997.7,41994.3,1.6268579122536786
0,,,,,,0,rag,3,55.0,55.0,55.0,55.0,0.0,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,8.53e-05,8.53e-05,8.53e-05,8.53e-05,0.0,0,,,,,,0,,0,3,349.0,348.6666666666667,349.0,348.0,0.4714045207910317,3,3,51385.3,51385.23333333334,51385.2,51385.2,0.047140452081847105
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,3,100.0,100.0,100.0,100.0,0.0,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.00018035,0.00018035,0.00018035,0.00018035,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,803.0,802.3333333333334,802.0,802.0,0.4714045207910317,3,3,42612.3,42612.3,42612.3,42612.3,0.0
1,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.0,1,rag,3,85.0,84.66666666666667,85.0,84.0,0.4714045207910317,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.0001795,0.0001795,0.0001795,0.0001795,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,858.0,858.0,858.0,858.0,0.0,3,3,50016.0,50014.666666666664,50015.9,50012.1,1.8153665072263623
0,,,,,,0,rag,3,52.0,51.666666666666664,52.0,51.0,0.4714045207910317,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.00014875,0.00014875,0.00014875,0.00014875,0.0,0,,,,,,0,,0,3,785.0,785.0,785.0,785.0,0.0,3,3,17927.6,17927.566666666666,17927.6,17927.5,0.04714045207841718
0,,,,,,0,rag,3,57.0,56.666666666666664,57.0,56.0,0.4714045207910317,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0001028,0.0001028,0.0001028,0.0001028,0.0,0,,,,,,0,,0,3,459.0,458.6666666666667,459.0,458.0,0.4714045207910317,3,3,786.3,786.2999999999998,786.3,786.3,0.0
0,,,,,,0,rag,3,52.0,51.333333333333336,51.0,51.0,0.4714045207910317,chunk800_overlap80_topk3,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.00016535,0.00016535,0.00016535,0.00016535,0.0,0,,,,,,0,,0,3,897.0,897.0,897.0,897.0,0.0,3,3,39833.9,39833.86666666667,39833.9,39833.8,0.04714045207841718
1,1.0,1.0,1.0,1.0,0.0,1,rag,3,85.0,84.66666666666667,85.0,84.0,0.4714045207910317,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0002056,0.0002056,0.0002056,0.0002056,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,1032.0,1032.0,1032.0,1032.0,0.0,3,3,43756.1,43755.36666666667,43756.1,43753.9,1.0370899457388978
1,0.8785833732678764,0.8785833732678764,0.8785833732678764,0.8785833732678764,0.0,1,rag,3,104.0,104.0,104.0,104.0,0.0,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.00015525,0.00015525,0.00015525,0.00015525,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,619.0,619.0,619.0,619.0,0.0,3,3,61222.2,61222.166666666664,61222.2,61222.1,0.04714045207841718
1,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.8967184046173372,0.0,1,rag,3,84.0,83.33333333333333,83.0,83.0,0.4714045207910317,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.0001965,0.00019649999999999998,0.0001965,0.0001965,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,977.0,976.6666666666666,977.0,976.0,0.4714045207910317,3,3,51434.7,51434.666666666664,51434.7,51434.6,0.04714045207841718
1,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.6828578229112741,0.0,1,rag,3,84.0,84.0,84.0,84.0,0.0,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.00020245,0.00020245,0.00020245,0.00020245,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,1014.0,1013.6666666666666,1014.0,1013.0,0.4714045207910317,3,3,57578.4,57577.666666666664,57578.3,57576.3,0.9672412085694262
0,,,,,,0,rag,3,55.0,54.666666666666664,55.0,54.0,0.4714045207910317,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.0001631,0.0001631,0.0001631,0.0001631,0.0,0,,,,,,0,,0,3,869.0,868.6666666666666,869.0,868.0,0.4714045207910317,3,3,17873.3,17873.233333333334,17873.2,17873.2,0.04714045207841718
0,,,,,,0,rag,3,56.0,56.0,56.0,56.0,0.0,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0001024,0.0001024,0.0001024,0.0001024,0.0,0,,,,,,0,,0,3,459.0,458.6666666666667,459.0,458.0,0.4714045207910317,3,3,1095.0,1094.9666666666667,1095.0,1094.9,0.04714045207906029
0,,,,,,0,rag,3,58.0,57.666666666666664,58.0,57.0,0.4714045207910317,chunk800_overlap80_topk5,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.00021045,0.00021044999999999997,0.00021045,0.00021045,0.0,0,,,,,,0,,0,3,1173.0,1172.3333333333333,1172.0,1172.0,0.4714045207910317,3,3,49433.3,49433.26666666666,49433.3,49433.2,0.047140452081847105
1,1.0,1.0,1.0,1.0,0.0,1,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,641991ceb6e660eca6788fa1f67f78ad3535fd2e51a3827e44dccf301f4a57c8,3,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,3,3,12.7,10.033333333333333,11.4,6.0,2.900957696271277
1,0.8998418504119279,0.8998418504119279,0.8998418504119279,0.8998418504119279,0.0,1,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,652462726db0b4bcfc0f0e2395180f981c8878dc14f7b2192ff3c9a1c8022194,3,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,1,1.0,0,3,0.0,0.0,0.0,0.0,0.0,3,3,5.8,3.6333333333333333,2.7,2.4,1.5369522511198004
1,1.0,1.0,1.0,1.0,0.0,1,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,6f3c1a66a3c2903f0ab613f40c60bee62e8ef0f16d01335235408d89a722a271,3,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,3,3,10.4,6.833333333333333,6.6,3.5,2.821740991342441
2,0.19024878349527818,0.1866649400235149,0.1866649400235149,0.18308109655175162,0.0035838434717632844,2,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,be756c98d704edb6500682b686627775d89ca13b2f4b39c00663ab6e539c00bc,3,0.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.5,0.0,0.5,2,1.0,0,3,0.0,0.0,0.0,0.0,0.0,3,3,23.4,11.966666666666667,6.4,6.1,8.085515169459244
1,1.0,1.0,1.0,1.0,0.0,1,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,c8b8bc82a2ae07ac36dd8a047980f26a40d64132f5ffe4cb3dd8937cba292bb2,3,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,3,3,9.1,5.7,5.5,2.5,2.698147512646408
1,1.0,1.0,1.0,1.0,0.0,1,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,cf9d64be8f5b6005dd50b57bb3912c02d5c26ae99ab4938f90ed5fb0f105f2ff,3,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0,3,3,4.3,2.5,1.6,1.6,1.2727922061357855
2,1.0,0.9490100355752813,0.9490100355752813,0.8980200711505627,0.05098996442471865,2,regex,3,0.0,0.0,0.0,0.0,0.0,baseline_regex,answered fields without valid evidence or contradicting a human-validated reference / answered fields,f7463e4e3b5ac2687850a83588cfffb438244a358e73619c871f8ab3611b190c,3,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1.0,0.0,1,0.5,0,3,0.0,0.0,0.0,0.0,0.0,3,3,14.8,7.633333333333334,4.2,3.9,5.069078373388555
